"Title","Genre","Type","Airing_Start","Airing_End","Members","Normalized_Members","Log_Members","Popularity","Normalized_Popularity","Log_Popularity","Score","Normalized_Score","Ranked","Anime_Rating","Episode_Category","Genre_Count"
"Beyond Creation","['Fantasy', 'Magic']","ONA","Feb 2019","Feb 2019",437,2e-04,6.08221891037645,11382,0.70619,9.33987629332522,6.33,0.52145,6897,6.36,"Short",2
"Bic Contact X Mameshiba Collab CM","['Comedy']","Special","Aug 2013","Aug 2013",320,0.00014,5.77144112313002,11995,0.74423,9.3923285398689,5.21,0.33663,10567,5.56,"Short",1
"Big Order","['Action', 'Super Power', 'Shounen']","OVA","Oct 2015","Oct 2015",28977,0.01546,10.2742922003807,2626,0.16288,7.87359778968554,5.89,0.44884,8682,5.79,"Short",3
"Big Wars: Kami Utsu Akaki Kouya ni","['Action', 'Military', 'Sci-Fi', 'Space']","OVA","Sep 1993","Sep 1993",2166,0.00113,7.68109900153636,7754,0.48107,8.95609307561064,5.51,0.38614,9854,5.45,"Short",4
"Bihada Ichizoku","['Drama', 'Parody', 'Shoujo']","TV","Oct 2008","Dec 2008",3571,0.00188,8.18088094199639,6573,0.40779,8.79087775422416,5.78,0.43069,9030,5.76,"Short",3
"Bikini Warriors OVA","['Comedy', 'Parody', 'Ecchi', 'Fantasy']","OVA","Dec 2016","Jul 2018",9933,0.00528,9.2037184956673,4368,0.27097,8.38228942895144,5.67,0.41254,9369,5.57,"Short",4
"Bikkuriman","['Comedy', 'Fantasy']","TV","Oct 1987","Apr 1989",462,0.00022,6.13772705408623,11166,0.69279,9.32071827944579,6.41,0.53465,6485,6.09,"Long",2
"Binan Koukou Chikyuu Boueibu Happy Kiss!","['Comedy', 'Magic', 'Parody', 'School', 'Slice of Life']","TV","Apr 2018","Jul 2018",7902,0.00419,8.97499771320498,4779,0.29648,8.4721958254855,6.58,0.56271,5658,6.5,"Short",5
"Binan Koukou Chikyuu Boueibu LOVE!","['Slice of Life', 'Comedy', 'Parody', 'Magic', 'School']","TV","Jan 2015","Mar 2015",62672,0.03347,11.0456860118672,1617,0.10027,7.38894609761844,6.98,0.62871,3871,6.88,"Short",5
"Binan Koukou Chikyuu Boueibu LOVE! LOVE!","['Slice of Life', 'Comedy', 'Parody', 'Magic', 'School']","TV","Jul 2016","Sep 2016",21193,0.0113,9.96147340173478,3099,0.19223,8.03915739047324,7.13,0.65347,3249,7.04,"Short",5
"Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!","['Slice of Life', 'Comedy', 'Parody', 'Magic', 'School']","OVA","Aug 2017","Aug 2017",5673,0.003,8.6436496153688,5473,0.33954,8.60776488960062,6.86,0.60891,4320,6.82,"Short",5
"Binbou Shimai Monogatari","['Slice of Life', 'Comedy', 'Drama', 'Seinen']","TV","Jun 2006","Sep 2006",16142,0.0086,9.68924179815753,3553,0.2204,8.1758290087146,6.92,0.61881,4086,6.86,"Short",4
"Binbougami ga!","['Comedy', 'Parody', 'Shounen', 'Supernatural']","TV","Jul 2012","Sep 2012",173331,0.09261,12.0629641095522,627,0.03884,6.4425401664682,7.79,0.76238,929,7.72,"Medium",4
"Binbougami ga!","['Comedy', 'Parody', 'Shounen', 'Supernatural']","TV","Jul 2012","Sep 2012",173331,0.09261,12.0629641095522,627,0.03884,6.4425401664682,7.79,0.76238,929,7.72,"Medium",4
"Binchou-tan","['Slice of Life', 'Comedy']","TV","Feb 2006","Apr 2006",8705,0.00462,9.07176772211224,4590,0.28475,8.43185314424922,6.96,0.62541,3926,6.92,"Short",2
"Binzume Yousei","['Comedy', 'Fantasy', 'Magic', 'Slice of Life']","TV","Oct 2003","Dec 2003",15337,0.00817,9.6380886883248,3627,0.22499,8.19643681123503,6.49,0.54785,6102,6.44,"Medium",4
"Bio Hunter","['Action', 'Demons', 'Horror']","OVA","Dec 1995","Dec 1995",8876,0.00471,9.09121894106832,4556,0.28264,8.42441979126388,6,0.467,8342,5.93,"Short",3
"Biohazard 4: Incubate","['Action', 'Demons', 'Horror', 'Military', 'Mystery', 'Police', 'Supernatural', 'Thriller']","OVA","Sep 2006","Sep 2006",5785,0.00306,8.66319648553608,5417,0.33606,8.59748202264504,6.28,0.5132,7131,6.18,"Short",8
"Biohazard: Damnation","['Action', 'Sci-Fi', 'Horror']","Movie","Sep 2012","Sep 2012",17528,0.00934,9.77161193122255,3409,0.21147,8.13446757027756,7.29,0.67987,2572,7.2,"Short",3
"Biohazard: Degeneration","['Action', 'Horror', 'Sci-Fi']","Movie","Oct 2008","Oct 2008",27237,0.01453,10.2123683361289,2710,0.16809,7.90507284949867,7.12,0.65182,3291,7.04,"Short",3
"Biohazard: Vendetta","['Action', 'Horror', 'Sci-Fi']","Movie","May 2017","May 2017",12462,0.00663,9.43051953382638,3956,0.24541,8.28324144138542,7.17,0.66007,3072,7.04,"Short",3
"Birth","['Action', 'Sci-Fi', 'Adventure', 'Comedy']","OVA","Jul 1984","Jul 1984",4012,0.00211,8.29729437026692,6274,0.38924,8.74432876399998,6.02,0.4703,8271,5.99,"Short",4
"Birthday Wonderland","['Adventure', 'Fantasy']","Movie","Apr 2019","Apr 2019",7887,0.00418,8.97309789628247,4849,0.30082,8.48673398393153,6.72,0.58581,4981,6.5,"Short",2
"Bishoujo Senshi Sailor Moon","['Demons', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1992","Feb 1993",219238,0.11715,12.2979177379382,485,0.03003,6.18620862390049,7.74,0.75413,1032,7.68,"Long",4
"Bishoujo Senshi Sailor Moon","['Demons', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1992","Feb 1993",219238,0.11715,12.2979177379382,485,0.03003,6.18620862390049,7.74,0.75413,1032,7.68,"Long",4
"Bishoujo Senshi Sailor Moon Crystal","['Demons', 'Magic', 'Romance', 'Shoujo']","ONA","Jul 2014","Jul 2015",96213,0.05139,11.4743301562108,1143,0.07086,7.04228617193974,7.05,0.64026,3581,7.02,"Long",4
"Bishoujo Senshi Sailor Moon Crystal Season III","['Demons', 'Magic', 'Romance', 'Shoujo']","TV","Apr 2016","Jun 2016",32711,0.01745,10.3954972620445,2451,0.15202,7.8046592970561,7.8,0.76403,907,7.72,"Medium",4
"Bishoujo Senshi Sailor Moon Crystal Season III","['Demons', 'Magic', 'Romance', 'Shoujo']","TV","Apr 2016","Jun 2016",32711,0.01745,10.3954972620445,2451,0.15202,7.8046592970561,7.8,0.76403,907,7.72,"Medium",4
"Bishoujo Senshi Sailor Moon Memorial","['Demons', 'Magic', 'Romance', 'Shoujo']","OVA","Aug 1998","May 1999",11464,0.0061,9.347054195292,4099,0.25428,8.3187422526924,7.45,0.70627,1887,7.34,"Short",4
"Bishoujo Senshi Sailor Moon R","['Demons', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1993","Mar 1994",101552,0.05425,11.5283361086697,1085,0.06726,6.99025650049388,7.75,0.75578,1006,7.69,"Long",4
"Bishoujo Senshi Sailor Moon R","['Demons', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1993","Mar 1994",101552,0.05425,11.5283361086697,1085,0.06726,6.99025650049388,7.75,0.75578,1006,7.69,"Long",4
"Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi","['Shoujo']","Special","Dec 1993","Dec 1993",13104,0.00697,9.48074911575751,3867,0.23989,8.26049285657318,7.18,0.66172,3030,7.07,"Short",1
"Bishoujo Senshi Sailor Moon R: The Movie","['Drama', 'Magic', 'Romance', 'Shoujo']","Movie","Dec 1993","Dec 1993",44904,0.02397,10.712304426105,2037,0.12633,7.61972421378267,7.77,0.75908,973,7.7,"Short",4
"Bishoujo Senshi Sailor Moon R: The Movie","['Drama', 'Magic', 'Romance', 'Shoujo']","Movie","Dec 1993","Dec 1993",44904,0.02397,10.712304426105,2037,0.12633,7.61972421378267,7.77,0.75908,973,7.7,"Short",4
"Bishoujo Senshi Sailor Moon S","['Drama', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1994","Feb 1995",93615,0.05,11.446956588028,1163,0.0721,7.05961762829138,7.91,0.78218,691,7.86,"Long",4
"Bishoujo Senshi Sailor Moon S","['Drama', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1994","Feb 1995",93615,0.05,11.446956588028,1163,0.0721,7.05961762829138,7.91,0.78218,691,7.86,"Long",4
"Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito","['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']","Movie","Dec 1994","Dec 1994",38492,0.02054,10.5582316855631,2239,0.13887,7.71423114484909,7.75,0.75578,1007,7.68,"Short",7
"Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito","['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']","Movie","Dec 1994","Dec 1994",38492,0.02054,10.5582316855631,2239,0.13887,7.71423114484909,7.75,0.75578,1007,7.68,"Short",7
"Bishoujo Senshi Sailor Moon SuperS","['Drama', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1995","Mar 1996",75585,0.04037,11.2330263598335,1411,0.08749,7.25276241805319,7.65,0.73927,1266,7.59,"Long",4
"Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi","['Comedy', 'Magic', 'Romance', 'Shoujo']","Special","Dec 1995","Dec 1995",18958,0.0101,9.85003403180204,3271,0.2029,8.09315669772264,7.35,0.68977,2315,7.3,"Short",4
"Bishoujo Senshi Sailor Moon SuperS Specials","['Magic', 'Romance', 'Shoujo']","Special","Apr 1995","Apr 1995",16454,0.00876,9.70838466137744,3516,0.21811,8.16536363247398,7.46,0.70792,1853,7.37,"Short",3
"Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki","['Drama', 'Magic', 'Shoujo']","Movie","Dec 1995","Dec 1995",30774,0.01642,10.3344579510527,2527,0.15674,7.83518375526675,7.62,0.73432,1344,7.54,"Short",3
"Bishoujo Senshi Sailor Moon: Sailor Stars","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1996","Feb 1997",72689,0.03882,11.1939591024787,1452,0.09003,7.28138566357028,7.98,0.79373,608,7.92,"Long",7
"Bishoujo Senshi Sailor Moon: Sailor Stars","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","TV","Mar 1996","Feb 1997",72689,0.03882,11.1939591024787,1452,0.09003,7.28138566357028,7.98,0.79373,608,7.92,"Long",7
"Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","OVA","Dec 1996","Jun 1997",6410,0.0034,8.76577054398726,5199,0.32254,8.55641390456952,7.38,0.69472,2178,7.24,"Short",7
"Black'n White Jammin' Cats","['Music']","Music","Dec 2018","Dec 2018",262,0.00011,5.57215403217776,12531,0.77749,9.43604065207208,5.66,0.41089,9411,5.47,"Short",1
"Black Blood Brothers","['Action', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural', 'Vampire']","TV","Sep 2006","Nov 2006",85072,0.04544,11.351264990424,1280,0.07936,7.15539630189673,7.2,0.66502,2941,7.13,"Short",6
"Black Bullet","['Action', 'Sci-Fi', 'Mystery', 'Seinen']","TV","Apr 2014","Jul 2014",578570,0.3092,13.2683165492864,99,0.00608,4.60517018598809,7.3,0.68152,2535,7.15,"Medium",4
"Black Bullet: Tenchuu＊Girls","['Fantasy']","Special","Oct 2014","Oct 2014",13100,0.00697,9.48044384215367,3873,0.24026,8.26204284396694,6.17,0.49505,7651,6.09,"Short",1
"Black Clover: Jump Festa 2016 Special","['Action', 'Comedy', 'Magic', 'Fantasy', 'Shounen']","OVA","Nov 2016","Nov 2016",22886,0.0122,10.0383243427583,2992,0.18559,8.0040315078527,6.89,0.61386,4195,6.76,"Short",5
"Black Clover: Jump Festa 2018 Special","['Comedy', 'Fantasy', 'Shounen']","Special","Nov 2018","Nov 2018",10437,0.00555,9.25320827220336,4278,0.26539,8.36147461641682,6.12,0.4868,7881,6.19,"Short",3
"Black Clover: Jump Festa 2018 Special","['Comedy', 'Fantasy', 'Shounen']","Special","Nov 2018","Nov 2018",10437,0.00555,9.25320827220336,4278,0.26539,8.36147461641682,6.12,0.4868,7881,6.19,"Short",3
"Black Fox","['Action']","Movie","Oct 2019","Oct 2019",45086,0.02407,10.7163492356022,2030,0.1259,7.61628356158038,6.99,0.63036,3835,6.75,"Short",1
"Black Jack","['Drama', 'Mystery', 'Psychological', 'Thriller']","OVA","Dec 1993","Dec 2011",24662,0.01315,10.1130594238202,2875,0.17833,7.96415571884094,7.82,0.76733,871,7.73,"Short",4
"Black Jack","['Drama', 'Mystery', 'Psychological', 'Thriller']","OVA","Dec 1993","Dec 2011",24662,0.01315,10.1130594238202,2875,0.17833,7.96415571884094,7.82,0.76733,871,7.73,"Short",4
"Black Jack (TV)","['Drama']","TV","Oct 2004","Mar 2006",23577,0.01257,10.0680693528521,2937,0.18218,7.98548435673382,7.69,0.74587,1169,7.61,"Long",1
"Black Jack (TV): Hizouban Specials","['Adventure']","Special","Jul 2006","Jul 2006",2335,0.00122,7.75619534394812,7573,0.46984,8.93247660846174,7.2,0.66502,2943,7.05,"Short",1
"Black Jack 21","['Action', 'Drama']","TV","Apr 2006","Sep 2006",9228,0.0049,9.13010597926558,4486,0.27829,8.40893960597598,7.67,0.74257,1208,7.58,"Medium",2
"Black Jack ONA","['Drama']","ONA","Jan 2001","Jan 2002",1992,0.00103,7.59739632021279,7957,0.49367,8.98193299098687,6.68,0.57921,5173,6.51,"Short",1
"Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki","['Drama']","Special","Dec 2003","Oct 2004",4274,0.00225,8.36053938137086,6114,0.37931,8.71850004812127,7.35,0.68977,2316,7.26,"Short",1
"Black Jack the Movie","['Drama']","Movie","Nov 1996","Nov 1996",9028,0.00479,9.10819689830748,4530,0.28103,8.41869794466714,7.37,0.69307,2235,7.33,"Short",1
"Black Jack: Dr. Pinoko no Mori no Bouken","['Comedy']","Movie","Dec 2005","Dec 2005",1744,9e-04,7.46450983463653,8250,0.51185,9.01808968410434,6.34,0.5231,6856,6.25,"Short",1
"Black Jack: Futari no Kuroi Isha","['Drama']","Movie","Dec 2005","Dec 2005",3646,0.00192,8.20166019080868,6524,0.40475,8.78339623219089,7.3,0.68152,2536,7.2,"Short",1
"Black Jack: Futari no Kuroi Isha - Manner Movie","['Comedy', 'Parody']","Movie","Dec 2005","Dec 2005",559,0.00027,6.32793678372919,10749,0.66691,9.28266103355581,6.08,0.4802,8064,5.94,"Short",2
"Black Jack: Futari no Kuroi Isha - Manner Movie","['Comedy', 'Parody']","Movie","Dec 2005","Dec 2005",559,0.00027,6.32793678372919,10749,0.66691,9.28266103355581,6.08,0.4802,8064,5.94,"Short",2
"Black Jack: Karte NG Extras","['Comedy']","Special","Apr 2007","Apr 2007",981,0.00049,6.88959130835447,9570,0.59376,9.16649297219591,6.33,0.52145,6898,6.11,"Short",1
"Black Lagoon","['Action', 'Seinen']","TV","Apr 2006","Jun 2006",553392,0.29574,13.2238236971765,111,0.00683,4.71849887129509,8.1,0.81353,440,8.04,"Short",2
"Black Lagoon","['Action', 'Seinen']","TV","Apr 2006","Jun 2006",553392,0.29574,13.2238236971765,111,0.00683,4.71849887129509,8.1,0.81353,440,8.04,"Short",2
"Black Lagoon Omake","['Comedy']","Special","Dec 2009","Mar 2010",46028,0.02457,10.7370269116133,2000,0.12404,7.60140233458373,6.89,0.61386,4196,6.82,"Short",1
"Black Lagoon: Roberta's Blood Trail","['Action', 'Seinen']","OVA","Jun 2010","Jun 2011",168798,0.09019,12.0364639369558,649,0.04021,6.47697236288968,8.11,0.81518,431,8.04,"Short",2
"Black Lagoon: Roberta's Blood Trail","['Action', 'Seinen']","OVA","Jun 2010","Jun 2011",168798,0.09019,12.0364639369558,649,0.04021,6.47697236288968,8.11,0.81518,431,8.04,"Short",2
"Black Lagoon: The Second Barrage","['Action', 'Seinen']","TV","Oct 2006","Dec 2006",312179,0.16682,12.6513352235124,311,0.01924,5.74300318780948,8.24,0.83663,294,8.19,"Short",2
"Black Lagoon: The Second Barrage","['Action', 'Seinen']","TV","Oct 2006","Dec 2006",312179,0.16682,12.6513352235124,311,0.01924,5.74300318780948,8.24,0.83663,294,8.19,"Short",2
"Black Magic M-66","['Action', 'Mecha', 'Military', 'Sci-Fi']","OVA","Jun 1987","Jun 1987",9576,0.00509,9.16711966952162,4411,0.27364,8.39208338037339,6.43,0.53795,6377,6.38,"Short",4
"Black Shout","['Music']","Music","Feb 2017","Feb 2017",1650,0.00085,7.40913644392013,8391,0.5206,9.03503415007613,7.02,0.63531,3703,6.92,"Short",1
"Black★Rock Shooter","['Action', 'Music']","Music","Jun 2008","Jun 2008",55715,0.02975,10.9280226378079,1760,0.10915,7.47363710849621,7.15,0.65677,3163,7.05,"Short",2
"Black★Rock Shooter (OVA)","['Action', 'Slice of Life', 'Drama', 'School']","OVA","Jul 2010","Jul 2010",154294,0.08244,11.9466216334192,719,0.04455,6.5792512120101,7.18,0.66172,3031,7.12,"Short",4
"Black★Rock Shooter (TV)","['Action', 'Drama', 'School', 'Slice of Life']","TV","Feb 2012","Mar 2012",275548,0.14724,12.5265207501994,355,0.02197,5.87493073085203,6.94,0.62211,4018,6.84,"Short",4
"Blade","['Action', 'Drama', 'Horror', 'Vampire']","TV","Jul 2011","Sep 2011",20167,0.01075,9.91185246886775,3181,0.19732,8.06526520889773,6.29,0.51485,7086,6.24,"Short",4
"Blade & Soul","['Action', 'Adventure', 'Fantasy', 'Martial Arts']","TV","Apr 2014","Jun 2014",100303,0.05358,11.5159608535138,1091,0.06763,6.99576615630485,6.15,0.49175,7738,6.08,"Medium",4
"Blade & Soul Specials","['Comedy']","Special","Jun 2014","Dec 2014",6953,0.00369,8.84707231256781,5029,0.31199,8.52317526309379,5.83,0.43894,8871,5.79,"Short",1
"Blade of the Immortal","['Action', 'Adventure', 'Historical', 'Samurai', 'Supernatural']","TV","Jul 2008","Dec 2008",48984,0.02615,10.7992694077787,1920,0.11907,7.56060116276856,6.86,0.60891,4321,6.82,"Medium",5
"Blade Runner: Black Out 2022","['Sci-Fi', 'Thriller']","ONA","Sep 2017","Sep 2017",20797,0.01108,9.94261210722018,3136,0.19453,8.05102220819068,7.03,0.63696,3669,6.97,"Short",2
"Blame!","['Sci-Fi', 'Mecha']","ONA","Oct 2003","Oct 2003",22839,0.01218,10.0362686637699,2987,0.18528,8.00235954625271,6.04,0.4736,8202,5.97,"Short",2
"Blame! Movie","['Action', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Seinen']","Movie","May 2017","May 2017",68223,0.03643,11.1305516880855,1535,0.09518,7.33693691370762,7.24,0.67162,2759,7.12,"Short",6
"Blame! Prologue","['Action', 'Mecha', 'Sci-Fi']","OVA","Sep 2007","Sep 2007",7791,0.00413,8.96085284532237,4799,0.29772,8.47637119689598,5.56,0.39439,9713,5.46,"Short",3
"Blassreiter","['Action', 'Sci-Fi']","TV","Apr 2008","Sep 2008",70255,0.03752,11.1599009928015,1493,0.09258,7.30921236569276,6.99,0.63036,3836,6.93,"Medium",2
"Blassreiter: Navi","['Action', 'Sci-Fi']","Special","Jun 2008","Jun 2008",3686,0.00194,8.21256839823415,6494,0.40289,8.7787879291047,6.39,0.53135,6585,6.31,"Short",2
"BlazBlue: Alter Memory","['Action', 'Fantasy']","TV","Oct 2013","Dec 2013",72293,0.03861,11.1884964171513,1464,0.09078,7.28961052145117,6.2,0.5,7518,6.12,"Short",2
"BlazBlue: Alter Memory Specials","['Comedy']","Special","Dec 2013","May 2014",2558,0.00134,7.84737183615979,7374,0.4575,8.90585118120802,6.28,0.5132,7131,6.11,"Short",1
"Bleach","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","TV","Oct 2004","Mar 2012",1002578,0.53582,13.8180862380506,25,0.00149,3.25809653802148,7.87,0.77558,757,7.8,"Long",6
"Bleach","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","TV","Oct 2004","Mar 2012",1002578,0.53582,13.8180862380506,25,0.00149,3.25809653802148,7.87,0.77558,757,7.8,"Long",6
"Bleach Movie 1: Memories of Nobody","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","Movie","Dec 2006","Dec 2006",197135,0.10533,12.1916491248644,543,0.03363,6.29894924685594,7.52,0.71782,1652,7.45,"Short",6
"Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","Movie","Dec 2007","Dec 2007",175404,0.09372,12.0748528647853,617,0.03822,6.42648845745769,7.53,0.71947,1606,7.45,"Short",6
"Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","Movie","Dec 2008","Dec 2008",162675,0.08692,11.9995157715704,679,0.04207,6.52209279817015,7.59,0.72937,1440,7.51,"Short",6
"Bleach Movie 4: Jigoku-hen","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","Movie","Dec 2010","Dec 2010",135319,0.07229,11.8153976228946,828,0.05132,6.7202201551353,7.69,0.74587,1170,7.61,"Short",6
"Bleach: Gotei 13 Omake","['Action', 'Adventure']","Special","Jun 2005","Jun 2005",3156,0.00166,8.05737748855799,6921,0.42939,8.84246002419529,6.4,0.533,6529,6.48,"Short",2
"Bleach: Memories in the Rain","['Action', 'Adventure', 'Supernatural', 'Drama', 'Shounen']","Special","Dec 2004","Dec 2004",95991,0.05127,11.4720201336442,1141,0.07074,7.04053639021596,7.2,0.66502,2944,7.15,"Short",5
"Bleach: The Sealed Sword Frenzy","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","Special","Mar 2006","Mar 2006",89492,0.0478,11.4019156889137,1205,0.07471,7.09506437728713,7.04,0.63861,3628,6.98,"Short",6
"Blend S","['Slice of Life', 'Comedy']","TV","Oct 2017","Dec 2017",300538,0.1606,12.6133328082301,325,0.0201,5.78689738136671,7.49,0.71287,1751,7.35,"Short",2
"Blocker Gundan IV Machine Blaster","['Action', 'Mecha', 'Sci-Fi']","TV","Jul 1976","Mar 1977",596,0.00029,6.3919171133926,10606,0.65804,9.26926943950547,6.29,0.51485,7087,5.93,"Long",3
"Blood-C","['Action', 'Mystery', 'Horror', 'Supernatural', 'Vampire', 'School']","TV","Jul 2011","Sep 2011",196530,0.10501,12.1885754586628,548,0.03394,6.30809844150953,6.66,0.57591,5273,6.54,"Short",6
"Blood-C: None-None Gekijou","['Comedy', 'Parody']","ONA","Apr 2012","Oct 2012",7495,0.00397,8.92212482391826,4875,0.30243,8.49208049060116,6.27,0.51155,7171,6.17,"Short",2
"Blood-C: Special Edition","['Action', 'Horror', 'School', 'Supernatural', 'Vampire']","Special","May 2012","May 2012",11499,0.00611,9.35010231435134,4094,0.25397,8.31752199628717,6.84,0.60561,4403,6.74,"Short",5
"Blood-C: The Last Dark","['Action', 'Horror', 'Supernatural', 'Vampire']","Movie","Jun 2012","Jun 2012",60039,0.03206,11.0027662857474,1663,0.10313,7.41697962138115,7.27,0.67657,2649,7.19,"Short",4
"Blood Lad","['Action', 'Comedy', 'Demons', 'Seinen', 'Supernatural', 'Vampire']","TV","Jul 2013","Sep 2013",425517,0.2274,12.9610625292735,185,0.01142,5.2257466737132,7.44,0.70462,1933,7.32,"Short",6
"Blood Lad: Kanketsu Kinen","['Music', 'Shounen', 'Vampire']","ONA","Jan 2017","Jan 2017",13285,0.00707,9.49446612822519,3856,0.2392,8.25764495820823,6.58,0.56271,5658,6.53,"Short",3
"Blood Lad: Wagahai wa Neko de wa Nai","['Action', 'Comedy', 'Demons', 'Seinen', 'Supernatural', 'Vampire']","OVA","Dec 2013","Dec 2013",76473,0.04084,11.2447060927649,1399,0.08675,7.24422751560335,7.24,0.67162,2760,7.16,"Short",6
"Blood: The Last Vampire","['Horror', 'Supernatural', 'Vampire']","Movie","Nov 2000","Nov 2000",85323,0.04557,11.3542110538117,1269,0.07868,7.14677217945264,6.96,0.62541,3927,6.9,"Short",3
"Blood+","['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']","TV","Oct 2005","Sep 2006",284348,0.15195,12.5579576359361,344,0.02128,5.84354441703136,7.73,0.75248,1066,7.65,"Long",7
"Blood+","['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']","TV","Oct 2005","Sep 2006",284268,0.1519,12.5576762519471,344,0.02128,5.84354441703136,7.73,0.75248,1066,7.65,"Long",7
"Blood+","['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']","TV","Oct 2005","Sep 2006",284348,0.15195,12.5579576359361,344,0.02128,5.84354441703136,7.73,0.75248,1066,7.65,"Long",7
"Bloodivores","['Action', 'Supernatural', 'Vampire']","TV","Oct 2016","Dec 2016",72302,0.03861,11.1886209010619,1465,0.09084,7.2902928824466,5.61,0.40264,9564,5.5,"Short",3
"Blossom","['Music']","Movie","Mar 2012","Mar 2012",3909,0.00206,8.27129265297941,6351,0.39402,8.75652500292697,6.57,0.56106,5697,6.51,"Short",1
"Blue Dragon","['Adventure', 'Comedy', 'Fantasy', 'Supernatural']","TV","Apr 2007","Mar 2008",36120,0.01927,10.4946296926405,2312,0.1434,7.74630066223144,6.49,0.54785,6103,6.4,"Long",4
"Blue Dragon: Tenkai no Shichi Ryuu","['Adventure', 'Comedy', 'Fantasy', 'Supernatural']","TV","Apr 2008","Mar 2009",11407,0.00607,9.34207014265408,4112,0.25509,8.32190796823042,6.65,0.57426,5320,6.54,"Long",4
"Blue Drop: Tenshi-tachi no Gikyoku","['Sci-Fi', 'Drama', 'Shoujo Ai']","TV","Oct 2007","Dec 2007",24866,0.01326,10.1212969022596,2860,0.1774,7.95892649305011,6.78,0.59571,4676,6.72,"Medium",3
"Blue Gender","['Adventure', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Horror', 'Space', 'Drama']","TV","Oct 1999","Mar 2000",58441,0.0312,10.9757900884139,1699,0.10536,7.43838353004431,7.1,0.64851,3372,7.05,"Long",8
"Blue Gender: The Warrior","['Adventure', 'Drama', 'Horror', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']","Movie","Nov 2002","Nov 2002",9125,0.00485,9.11888276148735,4508,0.27966,8.41383067842108,6.28,0.5132,7133,6.23,"Short",8
"Blue Hawaii feat. Crush, Penomeco","['Music']","Music","Jan 2019","Jan 2019",87,2e-05,4.47733681447821,15602,0.96804,9.65521848244118,5.26,0.34488,11648,5.76,"Short",1
"Blue Seed","['Action', 'Adventure', 'Comedy', 'Demons', 'Drama', 'Ecchi', 'Horror', 'Mystery', 'Romance', 'Sci-Fi']","TV","Oct 1994","Mar 1995",21235,0.01132,9.96345313370356,3093,0.19186,8.03722003113301,7.09,0.64686,3414,7.02,"Long",10
"Blue Seed 1.5","['Comedy', 'Romance', 'Sci-Fi']","OVA","Jun 1996","Jun 1996",1815,0.00094,7.50439155916124,8168,0.50676,9.00810178134187,6.61,0.56766,5519,6.45,"Short",3
"Blue Seed 2","['Action', 'Comedy', 'Drama', 'Ecchi', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']","OVA","Jul 1996","Feb 1998",4918,0.0026,8.50086053679534,5785,0.3589,8.66319648553608,6.52,0.55281,5966,6.45,"Short",8
